7, 1000.00
1, 1000.8
7, 10000
4, 100000
3, 1000000
1, 100010,204
2, 100010,366
9, 10001000b
1, 100014,1463
12, 100024.301
1, 10003
1, 100042.2703
1, 10006.24
1, 100060,654
1, 100065,3563
2, 10007
1, 10008
1, 1000a
1, 1000c
7, 1000cc
2, 1000cps
1, 1000f
1, 1000ff00
1, 1000ff01
1, 1000ff02
1, 1000ff03
1, 1000ff04
1, 1000ff05
1, 1000ff06
1, 1000ff07
1, 1000ff08
1, 1000ff09
1, 1000ff0a
1, 1000ff0b
1, 1000ff0c
1, 1000ff0d
1, 1000ff0e
1, 1000ff0f
1, 1000ff10
1, 1000ff11
1, 1000ff12
1, 1000ff13
1, 1000ff14
1, 1000ffa8
1, 1000ffa9
1, 1000hz
3, 1000k
8, 1000km
1, 1000mg
2, 1000r
3, 1000s
3, 1000w
2, 1000yds
8, 1001
1, 100100101111
1, 10010717
1, 100114,2415
2, 10012
1, 10013
5, 10016
1, 10017
1, 100170
1, 10017a
4, 10018
3, 10019
1, 1002
1, 1002.1
2, 10020
2, 10021
2, 10022
3, 10023
1, 10027
3, 1003
1, 1003.0
1, 1003.3
1, 1003.4
1, 1003.5
1, 1003.8
1, 1003.9
3, 10030
1, 10032
3, 10036
2, 1004
2, 100444
1, 100448
1, 100451
1, 100492
